date,open,close,high,low,volume
2019-01-02,2497.880,2465.290,2500.280,2456.420,109932013.000
2019-01-03,2461.780,2464.360,2488.480,2455.930,124397497.000
2019-01-04,2446.020,2514.870,2515.320,2440.910,168877667.000
2019-01-07,2528.700,2533.090,2536.980,2515.510,177305010.000
2019-01-08,2530.300,2526.460,2531.340,2520.160,158099181.000
2019-01-09,2536.420,2544.340,2574.410,2536.160,191887930.000
2019-01-10,2543.850,2535.100,2551.830,2531.660,159874326.000
2019-01-11,2539.550,2553.830,2554.790,2533.360,149444100.000
2019-01-14,2553.330,2535.770,2556.290,2533.010,144825464.000
2019-01-15,2537.370,2570.340,2571.500,2532.430,160265530.000
2019-01-16,2569.070,2570.420,2574.240,2563.010,149301539.000
2019-01-17,2573.580,2559.640,2582.560,2557.710,162468134.000
2019-01-18,2567.740,2596.010,2598.880,2565.900,190767237.000
2019-01-21,2599.060,2610.510,2618.980,2599.060,163425115.000
2019-01-22,2609.640,2579.700,2609.640,2573.060,152537773.000
2019-01-23,2575.260,2581.000,2589.510,2572.410,131426798.000
2019-01-24,2584.650,2591.690,2597.290,2569.700,154042046.000
2019-01-25,2596.260,2601.720,2617.000,2595.630,159394026.000
2019-01-28,2615.710,2596.980,2630.320,2591.100,146981765.000
2019-01-29,2592.350,2594.250,2601.740,2559.980,155581112.000
2019-01-30,2584.750,2575.580,2598.810,2575.410,120502571.000
2019-01-31,2581.330,2584.570,2606.630,2571.580,154303869.000
2019-02-01,2597.780,2618.230,2618.480,2590.550,131986850.000
2019-02-11,2613.170,2653.900,2654.100,2613.170,154898858.000
2019-02-12,2654.030,2671.890,2674.480,2648.830,184101179.000
2019-02-13,2674.520,2721.070,2727.070,2666.520,243794010.000
2019-02-14,2715.540,2719.700,2729.460,2707.490,197037349.000
2019-02-15,2712.790,2682.390,2715.630,2679.780,196004265.000
2019-02-18,2699.820,2754.360,2754.360,2699.820,260436007.000
2019-02-19,2759.500,2755.650,2780.780,2737.590,288046271.000
2019-02-20,2761.060,2761.220,2767.410,2739.980,245972527.000
2019-02-21,2759.940,2751.800,2794.010,2744.980,298649969.000
2019-02-22,2749.460,2804.230,2804.230,2736.330,301481411.000
2019-02-25,2838.390,2961.280,2961.800,2838.390,528658590.000
2019-02-26,2969.100,2941.520,2995.680,2938.620,565557967.000
2019-02-27,2939.930,2953.820,2997.490,2924.640,474976453.000
2019-02-28,2950.050,2940.950,2965.300,2930.200,350206602.000
2019-03-01,2954.400,2994.000,2994.000,2930.830,345786200.000
2019-03-04,3015.940,3027.580,3090.800,3006.940,525649436.000
2019-03-05,3019.880,3054.250,3054.960,3009.450,424142529.000
2019-03-06,3060.430,3102.100,3103.830,3050.110,555006365.000
2019-03-07,3103.670,3106.420,3129.940,3074.980,583817065.000
2019-03-08,3038.340,2969.860,3075.050,2969.580,577855473.000
2019-03-11,2969.080,3026.990,3028.250,2963.580,426213029.000
2019-03-12,3049.080,3060.310,3093.390,3029.900,511173158.000
2019-03-13,3062.330,3026.950,3065.290,3013.930,453214625.000
2019-03-14,3013.600,2990.690,3041.160,2968.820,373141798.000
2019-03-15,3000.880,3021.750,3048.120,2999.430,341206139.000
2019-03-18,3027.800,3096.420,3096.420,3009.510,397797179.000
2019-03-19,3099.900,3090.980,3113.430,3076.360,350908860.000
2019-03-20,3084.170,3090.640,3102.520,3053.450,358557505.000
2019-03-21,3094.120,3101.460,3125.020,3086.850,414251182.000
2019-03-22,3100.730,3104.150,3107.280,3064.880,364848346.000
2019-03-25,3058.800,3043.030,3087.000,3041.950,380278762.000
2019-03-26,3057.560,2997.100,3062.690,2988.490,353498021.000
2019-03-27,3012.260,3022.720,3022.760,2987.770,291390357.000
2019-03-28,3009.800,2994.940,3025.780,2991.780,288106425.000
2019-03-29,3000.680,3090.760,3093.030,2999.990,375082991.000
2019-04-01,3111.660,3170.360,3176.620,3111.660,466124693.000
2019-04-02,3183.270,3176.820,3193.270,3164.910,447068981.000
2019-04-03,3159.150,3216.300,3219.260,3152.330,430548635.000
2019-04-04,3233.690,3246.570,3254.140,3216.850,469117669.000
2019-04-08,3271.270,3244.810,3288.450,3210.520,504518403.000
2019-04-09,3240.390,3239.660,3251.650,3215.700,364169997.000
2019-04-10,3224.650,3241.930,3264.780,3204.880,380134408.000
2019-04-11,3241.550,3189.960,3254.130,3185.550,353031879.000
2019-04-12,3184.860,3188.630,3199.280,3168.040,289788996.000
2019-04-15,3233.460,3177.790,3253.980,3177.270,348809785.000
2019-04-16,3164.400,3253.600,3253.600,3153.210,357918752.000
2019-04-17,3250.150,3263.120,3275.330,3239.800,357541796.000
2019-04-18,3261.070,3250.200,3271.390,3241.830,325539942.000
2019-04-19,3250.150,3270.800,3274.330,3226.810,315198004.000
2019-04-22,3278.490,3215.040,3279.490,3206.880,353217387.000
2019-04-23,3211.870,3198.590,3231.580,3186.760,328361207.000
2019-04-24,3203.560,3201.610,3210.650,3156.610,274872164.000
2019-04-25,3190.590,3123.830,3193.750,3123.030,325879129.000
2019-04-26,3108.160,3086.400,3129.210,3085.800,280873854.000
2019-04-29,3090.630,3062.500,3107.760,3050.030,292114886.000
2019-04-30,3052.620,3078.340,3088.410,3052.620,222302517.000
2019-05-06,2984.730,2906.460,2986.540,2876.470,326972269.000
2019-05-07,2914.290,2926.390,2937.280,2889.070,253281769.000
2019-05-08,2873.140,2893.760,2929.430,2866.700,231530519.000
2019-05-09,2871.200,2850.950,2888.860,2845.040,200041133.000
2019-05-10,2878.230,2939.210,2941.450,2838.380,282306808.000
2019-05-13,2905.070,2903.710,2921.410,2892.170,212029882.000
2019-05-14,2872.830,2883.610,2909.200,2872.830,208345353.000
2019-05-15,2902.640,2938.680,2945.390,2902.640,230519701.000
2019-05-16,2933.500,2955.710,2956.170,2929.060,248385701.000
2019-05-17,2955.770,2882.300,2956.780,2873.800,266301643.000
2019-05-20,2874.800,2870.600,2882.630,2838.450,209472442.000
2019-05-21,2867.710,2905.970,2919.240,2862.500,211387022.000
2019-05-22,2905.520,2891.700,2912.400,2879.640,200026905.000
2019-05-23,2880.840,2852.520,2885.140,2846.960,197340309.000
2019-05-24,2847.840,2852.990,2871.860,2846.020,167205490.000
2019-05-27,2851.280,2892.380,2898.130,2833.040,196720902.000
2019-05-28,2890.270,2909.910,2924.040,2887.080,223310557.000
2019-05-29,2894.830,2914.700,2934.980,2890.660,198958821.000
2019-05-30,2903.420,2905.810,2907.850,2881.380,205758789.000
2019-05-31,2904.500,2898.700,2922.910,2895.580,195230580.000
2019-06-03,2901.740,2890.080,2920.830,2875.900,215943554.000
2019-06-04,2887.640,2862.280,2888.390,2851.970,188463541.000
2019-06-05,2882.940,2861.420,2888.770,2858.570,181561047.000
2019-06-06,2862.330,2827.800,2862.330,2822.190,177064411.000
2019-06-10,2833.010,2852.130,2861.130,2824.360,166585918.000
2019-06-11,2854.070,2925.720,2927.430,2854.070,260525796.000
2019-06-12,2917.220,2909.380,2924.700,2903.880,240255775.000
2019-06-13,2905.290,2910.740,2918.420,2885.920,212957791.000
2019-06-14,2913.000,2881.970,2924.320,2879.660,215435796.000
2019-06-17,2880.420,2887.620,2902.480,2877.390,153964960.000
2019-06-18,2891.090,2890.160,2898.330,2874.310,147705320.000
2019-06-19,2944.120,2917.800,2953.340,2916.210,230756973.000
2019-06-20,2917.330,2987.120,2997.390,2915.090,291011537.000
2019-06-21,2990.370,3001.980,3010.350,2989.250,286973835.000
2019-06-24,3004.290,3008.150,3012.830,2994.420,210493894.000
2019-06-25,3004.910,2982.070,3004.910,2948.990,243699244.000
2019-06-26,2964.620,2976.280,2986.910,2958.460,174449533.000
2019-06-27,2982.610,2996.790,3011.540,2981.040,195397049.000
2019-06-28,2992.240,2978.880,2992.240,2961.220,181431523.000
2019-07-01,3024.620,3044.900,3045.370,3014.690,250840433.000
2019-07-02,3042.580,3043.940,3048.480,3033.780,214520624.000
2019-07-03,3031.830,3015.260,3031.830,3006.320,212296173.000
2019-07-04,3015.680,3005.250,3024.500,2991.910,194415133.000
2019-07-05,3004.740,3011.060,3014.850,2990.920,156755429.000
2019-07-08,2997.810,2933.360,2997.810,2918.720,211541268.000
2019-07-09,2928.820,2928.230,2937.760,2912.810,145110604.000
2019-07-10,2935.190,2915.300,2936.750,2908.160,135483538.000
2019-07-11,2928.060,2917.760,2945.800,2907.890,143692522.000
2019-07-12,2915.340,2930.550,2938.530,2905.810,137794759.000
2019-07-15,2921.550,2942.190,2955.000,2886.700,167643397.000
2019-07-16,2938.640,2937.620,2944.820,2931.290,131811751.000
2019-07-17,2933.020,2931.690,2942.070,2924.460,149631616.000
2019-07-18,2921.740,2901.180,2921.740,2901.180,149888828.000
2019-07-19,2909.680,2924.200,2939.600,2909.680,149469553.000
2019-07-22,2925.790,2886.970,2927.160,2879.690,180674960.000
2019-07-23,2886.900,2899.940,2901.360,2883.050,129310508.000
2019-07-24,2907.930,2923.280,2936.450,2907.790,155245762.000
2019-07-25,2923.190,2937.360,2937.360,2916.150,145684385.000
2019-07-26,2928.060,2944.540,2948.330,2924.450,139343388.000
2019-07-29,2943.920,2941.010,2948.470,2932.980,127991846.000
2019-07-30,2946.260,2952.340,2965.630,2946.260,148316462.000
2019-07-31,2944.400,2932.510,2944.400,2926.490,141052348.000
2019-08-01,2920.850,2908.770,2927.340,2901.750,142389813.000
2019-08-02,2861.330,2867.840,2872.470,2851.440,184888443.000
2019-08-05,2854.580,2821.500,2863.690,2821.500,167419423.000
2019-08-06,2776.990,2777.560,2787.420,2733.920,231123727.000
2019-08-07,2789.020,2768.680,2792.690,2768.680,157716752.000
2019-08-08,2784.180,2794.550,2799.690,2782.240,149539564.000
2019-08-09,2805.590,2774.750,2808.330,2770.480,148240293.000
2019-08-12,2781.980,2814.990,2814.990,2776.620,131563433.000
2019-08-13,2798.050,2797.260,2802.040,2790.610,130916505.000
2019-08-14,2824.490,2808.910,2829.890,2807.720,144014641.000
2019-08-15,2762.340,2815.800,2815.900,2756.830,152772152.000
2019-08-16,2817.570,2823.820,2840.320,2811.800,148582344.000
2019-08-19,2835.520,2883.100,2883.100,2829.850,214546668.000
2019-08-20,2879.080,2880.000,2892.080,2875.000,189677206.000
2019-08-21,2875.470,2880.330,2885.590,2872.560,159019665.000
2019-08-22,2887.660,2883.440,2888.500,2867.550,149206215.000
2019-08-23,2885.150,2897.430,2902.460,2878.740,159156826.000
2019-08-26,2851.020,2863.570,2870.490,2849.240,169895363.000
2019-08-27,2879.520,2902.190,2919.640,2879.410,208141794.000
2019-08-28,2901.630,2893.760,2905.440,2887.010,183097903.000
2019-08-29,2896.000,2890.920,2898.600,2878.590,178613082.000
2019-08-30,2907.380,2886.240,2914.580,2874.100,193959951.000
2019-09-02,2886.940,2924.110,2928.480,2883.680,202786807.000
2019-09-03,2925.940,2930.150,2930.150,2915.200,189001216.000
2019-09-04,2927.750,2957.410,2957.410,2925.880,225495907.000
2019-09-05,2972.660,2985.860,3015.840,2972.660,305438706.000
2019-09-06,2996.620,2999.600,2999.940,2981.600,216826035.000
2019-09-09,3023.780,3024.740,3026.240,3005.690,243377752.000
2019-09-10,3027.410,3021.200,3027.410,3005.380,240012947.000
2019-09-11,3029.930,3008.810,3030.560,3004.220,229837362.000
2019-09-12,3016.630,3031.240,3033.470,3005.190,196968701.000
2019-09-16,3041.920,3030.750,3042.930,3020.050,221878959.000
2019-09-17,3023.710,2978.120,3023.710,2970.570,223338061.000
2019-09-18,2984.080,2985.660,2996.400,2982.400,168046699.000
2019-09-19,2992.920,2999.280,2999.280,2975.400,162690615.000
2019-09-20,3004.810,3006.450,3011.340,2996.190,182145302.000
2019-09-23,2998.400,2977.080,2998.400,2960.830,168139450.000
2019-09-24,2979.480,2985.340,3002.900,2973.760,163902761.000
2019-09-25,2977.670,2955.430,2977.670,2955.430,168543135.000
2019-09-26,2964.480,2929.090,2970.040,2928.260,188932541.000
2019-09-27,2929.490,2932.170,2939.080,2920.930,132905777.000
2019-09-30,2927.920,2905.190,2936.480,2905.190,116646811.000
2019-10-08,2905.760,2913.570,2933.020,2905.760,125535812.000
2019-10-09,2902.080,2924.860,2924.860,2891.540,130424144.000
2019-10-10,2923.710,2947.710,2949.240,2918.230,134239752.000
2019-10-11,2954.820,2973.660,2980.790,2943.010,161203746.000
2019-10-14,2993.960,3007.880,3026.380,2989.810,208614802.000
2019-10-15,3005.660,2991.050,3005.660,2986.300,155376904.000
2019-10-16,2992.610,2978.710,3010.420,2975.920,149885496.000
2019-10-17,2979.990,2977.330,2986.720,2969.570,122527614.000
2019-10-18,2982.340,2938.140,2987.200,2933.240,149990678.000
2019-10-21,2933.900,2939.620,2940.320,2917.690,132475107.000
2019-10-22,2945.600,2954.380,2954.640,2934.390,117482048.000
2019-10-23,2952.970,2941.620,2957.300,2934.630,123812881.000
2019-10-24,2944.010,2940.920,2953.040,2927.060,126540290.000
2019-10-25,2940.470,2954.930,2958.240,2920.520,136860706.000
2019-10-28,2958.690,2980.050,2980.130,2956.960,173731481.000
2019-10-29,2979.040,2954.180,2979.040,2954.180,166110058.000
2019-10-30,2949.460,2939.320,2953.300,2934.830,158798110.000
2019-10-31,2944.840,2929.060,2946.750,2923.520,161571483.000
2019-11-01,2924.340,2958.200,2959.830,2917.150,159907373.000
2019-11-04,2964.580,2975.490,2983.060,2964.580,167248364.000
2019-11-05,2977.700,2991.560,3008.310,2968.030,179891593.000
2019-11-06,2992.040,2978.600,2995.560,2969.720,165263547.000
2019-11-07,2978.150,2978.710,2988.960,2969.120,136952678.000
2019-11-08,2993.980,2964.180,2998.760,2962.840,149742107.000
2019-11-11,2949.960,2909.970,2949.960,2906.770,157916105.000
2019-11-12,2913.000,2914.820,2918.300,2891.510,129729154.000
2019-11-13,2913.020,2905.240,2913.860,2893.970,129765841.000
2019-11-14,2907.740,2909.870,2917.370,2899.620,129145448.000
2019-11-15,2911.350,2891.340,2917.830,2891.200,135519463.000
2019-11-18,2889.550,2909.200,2911.380,2884.090,124433177.000
2019-11-19,2904.280,2933.990,2933.990,2902.850,135417604.000
2019-11-20,2928.110,2911.050,2930.490,2907.420,137357530.000
2019-11-21,2902.550,2903.640,2910.360,2891.530,123458607.000
2019-11-22,2906.240,2885.290,2925.020,2873.990,158623365.000
2019-11-25,2885.610,2906.170,2906.610,2880.650,178587429.000
2019-11-26,2912.520,2907.060,2915.040,2897.930,170004663.000
2019-11-27,2905.400,2903.190,2914.490,2893.420,133862205.000
2019-11-28,2902.360,2889.690,2909.840,2883.430,119522468.000
2019-11-29,2885.970,2871.980,2892.390,2858.580,122612968.000
2019-12-02,2874.450,2875.810,2888.890,2870.240,128755806.000
2019-12-03,2869.880,2884.700,2884.860,2857.320,123778742.000
2019-12-04,2876.910,2878.120,2882.500,2869.420,125543653.000
2019-12-05,2886.520,2899.470,2902.000,2885.080,143163096.000
2019-12-06,2902.280,2912.010,2912.010,2894.750,134128878.000
2019-12-09,2914.460,2914.480,2919.590,2905.250,160796527.000
2019-12-10,2908.940,2917.320,2919.200,2902.790,170123998.000
2019-12-11,2922.600,2924.420,2928.260,2915.000,165541087.000
2019-12-12,2926.340,2915.700,2926.340,2913.480,151760804.000
2019-12-13,2937.780,2967.680,2969.980,2935.850,211978585.000
2019-12-16,2970.970,2984.390,2984.640,2958.710,211862119.000
2019-12-17,2985.260,3022.420,3039.380,2982.500,293032254.000
2019-12-18,3021.470,3017.040,3033.230,3011.720,244089691.000
2019-12-19,3017.150,3017.070,3021.420,3007.990,208624264.000
2019-12-20,3019.640,3004.940,3027.480,3002.260,215075755.000
2019-12-23,2999.040,2962.750,3009.340,2960.440,205716617.000
2019-12-24,2965.830,2982.680,2983.820,2960.680,163030250.000
2019-12-25,2980.430,2981.880,2988.290,2970.660,175654028.000
2019-12-26,2981.250,3007.350,3007.350,2980.400,182440426.000
2019-12-27,3006.850,3005.040,3036.110,3003.630,247102779.000
2019-12-30,2998.170,3040.020,3041.400,2983.340,248066530.000
2019-12-31,3036.390,3050.120,3051.680,3030.510,217429022.000
2020-01-02,3066.340,3085.200,3098.100,3066.340,292470208.000
2020-01-03,3089.020,3083.790,3093.820,3074.520,261496667.000
2020-01-06,3070.910,3083.410,3107.200,3065.310,312575842.000
2020-01-07,3085.490,3104.800,3105.450,3084.330,276583111.000
2020-01-08,3094.240,3066.890,3094.240,3059.130,297872553.000
2020-01-09,3082.640,3094.880,3097.330,3080.130,243435649.000
2020-01-10,3102.290,3092.290,3105.220,3081.400,210442462.000
2020-01-13,3091.490,3115.570,3115.570,3075.380,210621004.000
2020-01-14,3120.670,3106.820,3127.170,3105.600,229973769.000
2020-01-15,3103.170,3090.040,3107.940,3082.040,202313023.000
2020-01-16,3095.730,3074.080,3096.370,3070.880,203375475.000
2020-01-17,3081.460,3075.500,3091.950,3067.250,190304299.000
2020-01-20,3082.110,3095.790,3096.310,3070.480,210493341.000
2020-01-21,3085.790,3052.140,3085.790,3051.230,234830739.000
2020-01-22,3038.490,3060.750,3069.250,3006.270,223852865.000
2020-01-23,3037.950,2976.530,3045.040,2955.350,272763234.000
2020-02-03,2716.700,2746.610,2766.580,2716.700,215912103.000
2020-02-04,2685.270,2783.290,2786.160,2685.270,364046200.000
2020-02-05,2792.370,2818.090,2842.740,2778.860,309761823.000
2020-02-06,2826.890,2866.510,2876.590,2807.610,316392142.000
2020-02-07,2858.930,2875.960,2875.960,2838.770,309479642.000
2020-02-10,2860.500,2890.490,2891.850,2851.050,294929784.000
2020-02-11,2894.540,2901.670,2913.820,2882.240,269168335.000
2020-02-12,2895.560,2926.900,2926.900,2892.420,248733429.000
2020-02-13,2927.140,2906.070,2935.410,2901.240,274804844.000
2020-02-14,2899.870,2917.010,2926.940,2899.570,250650627.000
2020-02-17,2924.990,2983.620,2983.640,2924.990,313198007.000
2020-02-18,2981.410,2984.970,2990.600,2960.780,311665913.000
2020-02-19,2979.520,2975.400,2998.270,2971.820,315141151.000
2020-02-20,2981.880,3030.150,3031.370,2968.450,345732881.000
2020-02-21,3022.250,3039.670,3058.900,3020.140,364557276.000
2020-02-24,3027.890,3031.230,3042.180,3007.360,370430044.000
2020-02-25,2982.070,3013.050,3016.950,2943.720,441622762.000
2020-02-26,2978.420,2987.930,3028.780,2974.940,469049552.000
2020-02-27,2992.490,2991.330,3009.460,2980.480,350523658.000
2020-02-28,2924.640,2880.300,2948.130,2878.540,401216914.000
2020-03-02,2899.310,2970.930,2982.510,2899.310,367333369.000
2020-03-03,3006.890,2992.900,3026.840,2976.620,410108047.000
2020-03-04,2981.810,3011.670,3012.000,2974.360,353338278.000
2020-03-05,3036.150,3071.680,3074.260,3022.930,445425806.000
2020-03-06,3039.940,3034.510,3052.440,3029.460,362061533.000
2020-03-09,2987.180,2943.290,2989.210,2940.710,414560736.000
2020-03-10,2918.930,2996.760,3000.300,2904.800,393296648.000
2020-03-11,3001.760,2968.520,3010.030,2968.520,352470970.000
2020-03-12,2936.020,2923.490,2944.470,2906.280,307778457.000
2020-03-13,2804.230,2887.430,2910.880,2799.980,366450436.000
2020-03-16,2897.300,2789.250,2898.030,2784.660,351878665.000
2020-03-17,2796.280,2779.640,2826.910,2715.220,306149677.000
2020-03-18,2792.320,2728.760,2815.870,2728.760,291159852.000
2020-03-19,2719.410,2702.130,2736.820,2646.800,302302747.000
2020-03-20,2727.020,2745.620,2751.900,2702.490,252019507.000
2020-03-23,2677.590,2660.170,2703.330,2656.500,249820250.000
2020-03-24,2703.020,2722.440,2723.410,2667.130,257021930.000
2020-03-25,2775.300,2781.590,2788.640,2757.800,273144466.000
2020-03-26,2761.900,2764.910,2788.500,2753.430,234084022.000
2020-03-27,2792.980,2772.200,2805.550,2771.760,240764066.000
2020-03-30,2739.720,2747.210,2759.100,2723.050,239706604.000
2020-03-31,2767.310,2750.300,2771.170,2743.120,218598674.000
2020-04-01,2743.540,2734.520,2773.360,2731.080,217253427.000
2020-04-02,2720.230,2780.640,2780.640,2719.900,217864600.000
2020-04-03,2773.580,2763.990,2780.590,2754.070,200837404.000
2020-04-07,2806.970,2820.760,2823.280,2801.840,270198186.000
2020-04-08,2805.920,2815.370,2823.210,2800.300,243515305.000
2020-04-09,2825.840,2825.900,2832.400,2820.430,238184843.000
2020-04-10,2827.190,2796.630,2833.010,2789.980,233454768.000
2020-04-13,2784.600,2783.050,2792.890,2774.080,177124554.000
2020-04-14,2794.800,2827.280,2827.300,2789.430,202696569.000
2020-04-15,2826.660,2811.170,2829.750,2808.700,205621146.000
2020-04-16,2798.430,2819.940,2823.340,2796.840,203003773.000
2020-04-17,2835.560,2838.490,2854.960,2830.020,245736750.000
2020-04-20,2840.410,2852.550,2852.990,2833.260,211847078.000
2020-04-21,2842.240,2827.010,2842.240,2808.020,233235870.000
2020-04-22,2814.070,2843.980,2843.980,2808.480,217320000.000
2020-04-23,2850.510,2838.500,2853.640,2835.900,248779037.000
2020-04-24,2834.940,2808.530,2834.940,2802.500,235185076.000
2020-04-27,2812.240,2815.490,2832.670,2802.960,210130981.000
2020-04-28,2819.990,2810.020,2821.750,2758.250,253872745.000
2020-04-29,2801.380,2822.440,2831.760,2800.740,202061807.000
2020-04-30,2832.380,2860.080,2865.590,2832.380,242455278.000
2020-05-06,2831.630,2878.140,2879.260,2830.650,249826616.000
2020-05-07,2876.470,2871.520,2882.020,2864.580,226736957.000
2020-05-08,2882.710,2895.340,2903.800,2879.200,226822075.000
2020-05-11,2901.570,2894.800,2914.280,2884.380,225120410.000
2020-05-12,2894.620,2891.560,2897.900,2871.230,197082985.000
2020-05-13,2882.960,2898.050,2900.260,2875.540,185061310.000
2020-05-14,2887.060,2870.340,2887.060,2869.180,197776202.000
2020-05-15,2880.710,2868.460,2884.220,2863.370,188983592.000
2020-05-18,2872.520,2875.420,2889.980,2862.270,226022882.000
2020-05-19,2897.690,2898.580,2900.220,2887.580,197222405.000
2020-05-20,2896.470,2883.740,2896.470,2876.180,210519985.000
2020-05-21,2890.720,2867.920,2891.520,2864.210,203532038.000
2020-05-22,2863.050,2813.770,2863.050,2808.020,209063712.000
2020-05-25,2816.240,2817.970,2821.500,2802.470,172885557.000
2020-05-26,2827.900,2846.550,2848.340,2825.900,174562369.000
2020-05-27,2847.320,2836.800,2849.000,2831.930,198149343.000
2020-05-28,2838.210,2846.220,2861.920,2820.150,207546019.000
2020-05-29,2835.580,2852.350,2855.380,2829.630,206792804.000
2020-06-01,2871.960,2915.430,2917.150,2871.960,260196050.000
2020-06-02,2916.320,2921.400,2926.360,2909.130,256108049.000
2020-06-03,2930.390,2923.370,2942.760,2922.660,255663980.000
2020-06-04,2931.840,2919.250,2932.970,2910.750,226605873.000
2020-06-05,2923.190,2930.800,2930.800,2909.120,217360673.000
