date,open,close,high,low,volume
2019-01-02,2298.180,2262.790,2301.060,2252.750,20880697.000
2019-01-03,2259.480,2269.240,2287.780,2253.940,18895240.000
2019-01-04,2252.740,2314.650,2316.350,2249.370,25900596.000
2019-01-07,2329.030,2314.320,2331.600,2306.900,25278948.000
2019-01-08,2312.170,2305.170,2312.170,2298.950,18131160.000
2019-01-09,2320.910,2332.720,2360.360,2318.440,28747596.000
2019-01-10,2333.220,2331.850,2345.330,2321.300,22280507.000
2019-01-11,2342.020,2354.500,2360.060,2334.910,18417693.000
2019-01-14,2350.260,2331.140,2354.310,2330.000,16462252.000
2019-01-15,2337.700,2378.370,2380.600,2332.410,22466336.000
2019-01-16,2375.170,2381.220,2385.220,2366.340,18097039.000
2019-01-17,2388.590,2371.350,2396.800,2370.580,21555000.000
2019-01-18,2385.620,2417.360,2422.030,2380.560,30088200.000
2019-01-21,2418.000,2432.490,2443.230,2418.000,26237236.000
2019-01-22,2430.430,2401.230,2430.430,2394.180,19373137.000
2019-01-23,2397.410,2397.050,2414.020,2392.640,16290135.000
2019-01-24,2401.380,2411.560,2414.890,2385.100,20415697.000
2019-01-25,2419.260,2441.640,2453.670,2418.010,25683679.000
2019-01-28,2455.280,2437.030,2473.120,2429.880,23468163.000
2019-01-29,2433.310,2455.900,2461.520,2423.460,21863480.000
2019-01-30,2445.860,2440.010,2462.610,2439.330,17835170.000
2019-01-31,2454.640,2483.470,2487.100,2450.180,26681298.000
2019-02-01,2502.100,2499.640,2503.550,2479.340,21950054.000
2019-02-11,2485.500,2527.470,2528.380,2484.650,25211570.000
2019-02-12,2528.100,2533.180,2537.290,2515.030,25458804.000
2019-02-13,2538.420,2580.610,2587.880,2528.230,39821832.000
2019-02-14,2572.640,2576.310,2585.510,2564.870,27718515.000
2019-02-15,2566.340,2517.460,2568.790,2515.890,30315796.000
2019-02-18,2540.530,2582.850,2583.400,2540.300,37400592.000
2019-02-19,2586.860,2579.050,2614.360,2568.180,37907379.000
2019-02-20,2593.790,2588.170,2599.550,2569.980,29965181.000
2019-02-21,2586.740,2577.230,2615.470,2569.480,35252855.000
2019-02-22,2576.000,2623.070,2623.090,2555.730,41384151.000
2019-02-25,2652.910,2787.700,2788.670,2652.910,96939051.000
2019-02-26,2781.310,2733.900,2804.160,2729.480,87230161.000
2019-02-27,2739.110,2750.340,2794.930,2722.310,75508865.000
2019-02-28,2749.870,2743.970,2767.860,2733.030,46340959.000
2019-03-01,2764.950,2819.470,2819.470,2747.210,56100147.000
2019-03-04,2839.400,2832.590,2907.820,2816.980,92180167.000
2019-03-05,2829.500,2828.870,2835.110,2807.120,60349235.000
2019-03-06,2827.860,2840.270,2847.380,2797.500,69492224.000
