date,open,close,high,low,volume
2019-01-02,4176.110,4131.960,4179.720,4125.940,47494449.000
2019-01-03,4131.690,4112.810,4182.200,4110.530,55491244.000
2019-01-04,4075.620,4210.880,4210.880,4071.690,73448737.000
2019-01-07,4235.030,4288.320,4297.020,4223.460,81153450.000
2019-01-08,4278.280,4277.300,4289.630,4264.600,69556937.000
2019-01-09,4286.230,4288.770,4354.200,4280.660,85153595.000
2019-01-10,4289.560,4281.860,4319.490,4274.200,68910889.000
2019-01-11,4282.390,4314.880,4316.540,4267.290,68355085.000
2019-01-14,4317.520,4286.550,4325.950,4278.760,67679614.000
2019-01-15,4282.990,4347.360,4350.930,4271.640,72005181.000
2019-01-16,4347.080,4336.880,4364.100,4330.740,69274744.000
2019-01-17,4334.630,4303.730,4347.180,4297.670,74562113.000
2019-01-18,4307.140,4347.810,4351.440,4297.480,83371611.000
2019-01-21,4354.700,4373.630,4395.060,4352.810,72781531.000
2019-01-22,4370.860,4308.250,4370.860,4291.960,69496672.000
2019-01-23,4298.940,4315.680,4322.890,4292.090,58485735.000
2019-01-24,4318.710,4338.170,4363.220,4292.830,70630305.000
2019-01-25,4341.410,4318.440,4359.460,4315.950,71657478.000
2019-01-28,4341.490,4307.220,4370.900,4297.960,67279935.000
2019-01-29,4301.470,4254.290,4301.470,4188.590,77753727.000
2019-01-30,4235.270,4211.620,4266.880,4211.190,58513770.000
2019-01-31,4203.980,4176.470,4240.720,4151.410,71511205.000
2019-02-01,4189.110,4294.270,4295.040,4189.110,66099677.000
2019-02-11,4306.200,4402.870,4403.730,4306.200,75297356.000
2019-02-12,4398.440,4439.480,4452.500,4394.830,85271156.000
2019-02-13,4442.730,4512.410,4526.270,4433.030,113218903.000
2019-02-14,4507.840,4532.170,4555.230,4494.550,94828533.000
2019-02-15,4523.940,4502.730,4544.390,4497.390,93511607.000
2019-02-18,4527.970,4661.000,4661.000,4527.970,124124004.000
2019-02-19,4683.330,4667.280,4706.530,4614.280,143874768.000
2019-02-20,4667.350,4667.620,4677.980,4619.460,120213129.000
2019-02-21,4666.280,4659.140,4750.420,4643.110,145951113.000
2019-02-22,4651.540,4777.300,4777.300,4649.220,146166142.000
2019-02-25,4840.540,5044.350,5045.080,4835.480,241783579.000
2019-02-26,5059.280,5038.540,5149.620,5004.550,262833265.000
2019-02-27,5027.390,5017.880,5093.800,4964.620,208854087.000
2019-02-28,5017.440,5025.290,5072.670,4994.050,156042877.000
2019-03-01,5047.230,5067.230,5067.310,4984.990,149828330.000
2019-03-04,5112.950,5158.250,5253.390,5108.280,232446864.000
2019-03-05,5146.620,5295.290,5295.290,5125.150,206891261.000
2019-03-06,5328.130,5390.030,5395.550,5256.790,264964318.000
2019-03-07,5381.230,5458.620,5512.640,5353.570,266967220.000
2019-03-08,5340.110,5245.700,5480.170,5245.530,285680249.000
2019-03-11,5279.750,5456.380,5456.420,5272.190,214252213.000
2019-03-12,5500.940,5551.000,5591.690,5458.760,249333993.000
2019-03-13,5557.160,5424.860,5557.160,5388.250,224349236.000
2019-03-14,5381.110,5298.500,5432.520,5236.750,178608679.000
2019-03-15,5328.810,5359.010,5418.330,5308.060,152846465.000
2019-03-18,5387.380,5501.180,5501.180,5333.260,172655255.000
2019-03-19,5505.700,5522.180,5555.120,5486.800,166713931.000
2019-03-20,5518.310,5515.790,5533.050,5415.750,176820735.000
2019-03-21,5525.990,5589.480,5634.660,5513.390,207150045.000
2019-03-22,5591.040,5622.140,5625.100,5505.810,181954823.000
2019-03-25,5521.250,5549.670,5629.230,5507.360,178432937.000
2019-03-26,5571.520,5394.880,5589.410,5380.850,176164730.000
2019-03-27,5431.980,5447.880,5447.880,5333.780,144956608.000
2019-03-28,5432.940,5370.120,5487.770,5370.120,149261082.000
2019-03-29,5370.420,5547.660,5550.760,5346.210,178333017.000
2019-04-01,5591.670,5757.840,5763.580,5591.670,221181631.000
2019-04-02,5794.790,5775.550,5833.020,5750.330,228750284.000
2019-04-03,5744.220,5836.040,5843.470,5724.130,199104763.000
2019-04-04,5868.390,5871.560,5894.990,5813.460,208834859.000
2019-04-08,5921.210,5847.630,5939.500,5765.910,238317466.000
2019-04-09,5834.290,5858.050,5877.840,5798.370,179363502.000
2019-04-10,5826.030,5850.760,5906.430,5782.370,178753607.000
2019-04-11,5852.640,5727.170,5866.920,5720.550,165876073.000
2019-04-12,5720.050,5714.370,5749.340,5673.740,140078341.000
2019-04-15,5795.500,5655.980,5815.390,5654.340,157754136.000
2019-04-16,5625.120,5777.010,5777.010,5583.610,156029632.000
2019-04-17,5776.640,5807.730,5840.620,5758.000,169800155.000
2019-04-18,5804.300,5775.170,5826.670,5762.570,151322505.000
2019-04-19,5762.500,5810.180,5810.180,5710.800,148724289.000
2019-04-22,5821.020,5723.040,5824.520,5704.980,158161026.000
2019-04-23,5710.730,5628.060,5710.730,5610.740,149871461.000
2019-04-24,5636.400,5679.730,5682.480,5568.410,134784412.000
2019-04-25,5652.010,5458.420,5662.790,5457.830,151401718.000
2019-04-26,5427.620,5408.030,5496.040,5407.190,124279880.000
2019-04-29,5405.160,5265.600,5421.660,5252.050,138672387.000
2019-04-30,5244.040,5307.560,5349.940,5244.040,102190340.000
2019-05-06,5122.470,4908.800,5125.160,4874.640,143386233.000
2019-05-07,4933.040,4973.400,4990.190,4886.060,116573687.000
2019-05-08,4865.790,4947.740,5028.530,4842.560,107738121.000
